"Source File","URL","Title","Date Created","Program Name","Domain","Data Source"
"Bing.url","http://go.microsoft.com/fwlink/p/?LinkId=255142","Bing.url","2020-09-01 18:05:08 CDT","Internet Explorer","go.microsoft.com","Windows 10 x64.vmdk"
"Bing.url","http://go.microsoft.com/fwlink/p/?LinkId=255142","Bing.url","2020-09-01 17:57:58 CDT","Internet Explorer","go.microsoft.com","Windows 10 x64.vmdk"
"Bing.url","http://go.microsoft.com/fwlink/p/?LinkId=255142","Bing.url","2020-09-01 18:05:52 CDT","Internet Explorer","go.microsoft.com","Windows 10 x64.vmdk"
"Bing.url","http://go.microsoft.com/fwlink/p/?LinkId=255142","Bing.url","2020-09-01 18:06:29 CDT","Internet Explorer","go.microsoft.com","Windows 10 x64.vmdk"
"Bing.url","http://go.microsoft.com/fwlink/p/?LinkId=255142","Bing.url","2020-09-01 18:07:14 CDT","Internet Explorer","go.microsoft.com","Windows 10 x64.vmdk"
"Bing.url","http://go.microsoft.com/fwlink/p/?LinkId=255142","Bing.url","2020-09-01 18:07:52 CDT","Internet Explorer","go.microsoft.com","Windows 10 x64.vmdk"
"Bing.url","http://go.microsoft.com/fwlink/p/?LinkId=255142","Bing.url","2020-09-01 18:09:09 CDT","Internet Explorer","go.microsoft.com","Windows 10 x64.vmdk"
"Bing.url","http://go.microsoft.com/fwlink/p/?LinkId=255142","Bing.url","2020-09-01 18:09:52 CDT","Internet Explorer","go.microsoft.com","Windows 10 x64.vmdk"
"spartan.edb","https://www.bing.com/search?q=sokka%27s+boomerang&form=EDGHPT&qs=SC&cvid=26157619f25b43f697f3209f0b2f4c7d&refig=ab44797590aa4780b6ec278d4452f440&cc=US&setlang=en-US&plvar=0","flag{you_do_always_come_back}","Microsoft Edge","www.bing.com","Windows 10 x64.vmdk"
